uniprotenc_150m.scc.gra,25037600,369342,sequential,5,67409814,33913501,29579335,3916977,
uniprotenc_150m.scc.gra,25037600,402100,sequential,5,68265871,33971190,30203120,4091560,
uniprotenc_150m.scc.gra,25037600,401981,sequential,5,67388201,33187795,29956243,4244162,
uniprotenc_150m.scc.gra,25037600,401873,sequential,5,67755802,33515283,29966237,4274281,
uniprotenc_150m.scc.gra,25037600,401890,sequential,5,68705167,34067806,30594148,4043212,
uniprotenc_22m.scc.gra,1595444,3190884,sequential,4,9200715,5462855,3470815,267045,
uniprotenc_22m.scc.gra,1595444,3190884,sequential,4,8907167,5371453,3259663,276050,
uniprotenc_22m.scc.gra,1595444,3190884,sequential,4,8420165,5325976,2846439,247750,
uniprotenc_22m.scc.gra,1595444,3190884,sequential,4,8724543,5363176,3081749,279616,
uniprotenc_22m.scc.gra,1595444,3190884,sequential,4,9017187,5387985,3357672,271529,
v10.gra,10,50,sequential,6,1319,393,227,699,
v10.gra,10,50,sequential,6,935,346,225,363,
v10.gra,10,50,sequential,6,945,354,222,368,
v10.gra,10,50,sequential,6,936,340,234,361,
v10.gra,10,50,sequential,6,828,300,197,329,
v100.gra,100,8172,sequential,78,7907,2179,5356,371,
v100.gra,100,8172,sequential,78,8279,2464,5482,333,
v100.gra,100,8172,sequential,78,8204,2493,5377,333,
v100.gra,100,8172,sequential,78,8193,2143,5659,390,
v100.gra,100,8172,sequential,78,8798,2308,6141,348,
v1000.gra,1000,823024,sequential,752,935795,202175,732990,629,
v1000.gra,1000,823024,sequential,752,937929,207588,729753,587,
v1000.gra,1000,823024,sequential,752,962956,204793,757566,597,
v1000.gra,1000,823024,sequential,752,935689,199775,735314,600,
v1000.gra,1000,823024,sequential,752,928023,194696,732712,615,
vchocyc_dag_uniq.gra,9491,20690,sequential,8,84931,67029,16023,1878,
vchocyc_dag_uniq.gra,9491,20690,sequential,8,85500,67656,16001,1842,
vchocyc_dag_uniq.gra,9491,20690,sequential,8,85820,66296,17401,2122,
vchocyc_dag_uniq.gra,9491,20690,sequential,8,87190,67843,17481,1865,
vchocyc_dag_uniq.gra,9491,20690,sequential,8,95414,73355,19774,2284,
xmark_dag_uniq.gra,6080,14102,sequential,9,55039,40240,13389,1408,
xmark_dag_uniq.gra,6080,14102,sequential,9,54461,39301,13670,1489,
xmark_dag_uniq.gra,6080,14102,sequential,9,54221,39116,13591,1512,
xmark_dag_uniq.gra,6080,14102,sequential,9,49202,35917,11671,1613,
xmark_dag_uniq.gra,6080,14102,sequential,9,48773,35017,12460,1294,
yago_sub_6642.gra,6642,84784,sequential,30,104431,44568,58373,1490,
yago_sub_6642.gra,6642,84784,sequential,30,103625,43749,58458,1417,
yago_sub_6642.gra,6642,84784,sequential,30,106754,45144,59498,2112,
yago_sub_6642.gra,6642,84784,sequential,30,123372,43863,77777,1731,
yago_sub_6642.gra,6642,84784,sequential,30,139374,48893,88738,1742,
rgg_n_2_15_s0.graph,32768,160240,sequential,22,327535,138688,178700,10146,
rgg_n_2_15_s0.graph,32768,160240,sequential,22,319642,120241,192555,6846,
rgg_n_2_15_s0.graph,32768,160240,sequential,22,336777,133894,195976,6907,
rgg_n_2_15_s0.graph,32768,160240,sequential,21,311017,124741,179926,6349,
rgg_n_2_15_s0.graph,32768,160240,sequential,21,315711,121412,187048,7251,
rgg_n_2_21_s0.graph,2097152,14487995,sequential,33,28851202,9459103,19017330,374768,
rgg_n_2_21_s0.graph,2097152,14487995,sequential,36,29212423,9647145,19191154,374123,
rgg_n_2_21_s0.graph,2097152,14487995,sequential,34,28859638,9348459,19113878,397299,
rgg_n_2_21_s0.graph,2097152,14487995,sequential,33,29085079,9579903,19136726,368449,
rgg_n_2_21_s0.graph,2097152,14487995,sequential,35,29114954,9409107,19315674,390172,
rgg_n_2_24_s0.graph,16777216,132557200,sequential,39,263660671,83367981,177241011,3051678,
rgg_n_2_24_s0.graph,16777216,132557200,sequential,40,264028442,83884195,177166363,2977882,
rgg_n_2_24_s0.graph,16777216,132557200,sequential,39,263187267,82909537,177190690,3087039,
rgg_n_2_24_s0.graph,16777216,132557200,sequential,40,263872554,83264690,177761372,2846492,
rgg_n_2_24_s0.graph,16777216,132557200,sequential,41,263794727,83577371,177242026,2975328,
